t,sti0,sti1,sti2,sti3,sti4,sti5,sti6,sti7
0.0,0.03555,0.03555,0.03555,0.03555,0.03555,0.03555,0.03555,0.03555
0.01001001001001001,0.03462523877342528,0.03521393964124495,0.035560807858686365,0.036008981346061494,0.03630265163811309,0.034790588520354555,0.03476587848931803,0.036064794876643054
0.02002002002002002,0.03603448684319783,0.03386188232182091,0.03529854043925176,0.036177856557252634,0.03576714689906811,0.03413788660043252,0.035123666105962535,0.03593516369044538
0.03003003003003003,0.03735379015511762,0.0343247822638915,0.0361239947419056,0.03617184670215036,0.035950439901458076,0.035369423110378335,0.034565975545902884,0.036586177850732926
0.04004004004004004,0.037329998696255105,0.03399613916091415,0.03628547517245993,0.03638243198980009,0.036333227650820754,0.03529632231084545,0.03463343952490636,0.03671236732460144
0.050050050050050046,0.03754989600093781,0.03469225341069631,0.034848021189289355,0.036946388374922194,0.0380764234225008,0.034693610211775854,0.034286833217559154,0.03804601554489178
0.06006006006006006,0.038329111910822444,0.033261817428873686,0.034088675156140204,0.03734869342166793,0.03939869808817473,0.03407761815238085,0.033711267742384796,0.03830279719526025
0.07007007007007007,0.03702306872655056,0.03313889600131057,0.03410008655336503,0.038967671431231136,0.03854824396960574,0.03232518736677231,0.03376575712399376,0.03774832394930656
0.08008008008008008,0.036878225631099625,0.035111392432639645,0.033841653005591305,0.03898209802832521,0.038203015838927774,0.03281843926643116,0.0338382380251814,0.03780937172075677
0.09009009009009009,0.037237991187453315,0.034928428697596554,0.0339698698252474,0.039680505015961556,0.03929462282500368,0.03157847564327739,0.03383053927611311,0.03819436226726034
0.10010010010010009,0.03766043146783434,0.0350187620838138,0.03356560480134066,0.0396836342888795,0.03951893662385393,0.03151845988521011,0.03380473178921244,0.0381175413778848
0.11011011011011011,0.0380674280140529,0.03561078695988257,0.03259535875132028,0.040266586811298626,0.03924691630627754,0.03158480014754486,0.0339490808854465,0.038157800837561054
0.12012012012012012,0.03716468218090055,0.03700170523367971,0.032572118101728234,0.04004656803091006,0.038637749238136246,0.030402553391036025,0.03276554829796053,0.036425206782646394
0.13013013013013014,0.03792282700021545,0.03560358432283352,0.03284151312192944,0.03891007113420815,0.03860139316847448,0.030866447738212788,0.033704859055554266,0.0368684844010601
0.14014014014014015,0.038668213086087914,0.034846185785432755,0.03256191201030657,0.03795469314133578,0.03976927528369749,0.029405294343930737,0.0339135586702436,0.03720428500578407
0.15015015015015015,0.03903908690489237,0.03449740797198654,0.031943087095701574,0.03788712305626026,0.039667431525552126,0.030043723668317916,0.03377566693695173,0.03704769980916284
0.16016016016016016,0.0385574840719722,0.03407385350183491,0.03159303817389631,0.03701575110881276,0.040538465097547376,0.028976481439384045,0.03369852007899828,0.038205104566499164
0.17017017017017017,0.03772091544778157,0.03378986722123969,0.032562271956537304,0.037219755291620096,0.04122193431879347,0.029687445480932897,0.03467044053334545,0.03850927863889971
0.18018018018018017,0.03758496053037796,0.03468234594736119,0.03272379161688885,0.03712654338710046,0.042381251959751814,0.030550022588350746,0.03706330541923581,0.038552802373778346
0.19019019019019018,0.03788126801313519,0.03380482812418018,0.03289243319833086,0.037172011390717734,0.04362465751904602,0.031068647648127272,0.036981715959943894,0.03910807152320205
0.20020020020020018,0.036993109534889226,0.03317215280395922,0.03278452396928619,0.03738544378578896,0.045352512630359734,0.03183154766635085,0.0359571991308971,0.03958331741581328
0.21021021021021022,0.0366167714710568,0.0331317771779735,0.03208732477728953,0.03682264345057035,0.04684211105332814,0.03219109746706691,0.03534979084875519,0.039033575668628
0.22022022022022023,0.036996590505757855,0.03271282021561057,0.03259615051173679,0.03808362881207522,0.04564102981384637,0.03173799078281519,0.036124726318609066,0.03911508043271646
0.23023023023023023,0.037301300440417455,0.032166326393760776,0.032314498251127,0.03972709831055015,0.04619059547133373,0.031752983535650585,0.03644975712648265,0.038312117272871114
0.24024024024024024,0.03658835950491331,0.031208715580993304,0.03155718698077833,0.0407979175746323,0.04587244834951317,0.03293387019611906,0.03619972558820556,0.037661507423907184
0.2502502502502503,0.03500184066629244,0.031177763310843327,0.031854975625787076,0.040688925086597896,0.044072801247737894,0.03183917993318768,0.03627562160034517,0.03847969686644293
0.2602602602602603,0.03474982920838434,0.03180696932813874,0.03193527624448321,0.0410819741982572,0.042025254016290564,0.03162424250042436,0.037846102996996936,0.03920972981724212
0.2702702702702703,0.033361596603167246,0.03126720061994104,0.03283261424989449,0.04094163457986718,0.04231125252618162,0.030899698021939787,0.03840307604933184,0.04058991651931698
0.2802802802802803,0.032175850856896726,0.031013725817414597,0.03163683009369453,0.0414990222266044,0.042640498304974045,0.030528487672993668,0.03740924245127127,0.039817872593370565
0.2902902902902903,0.03263907132670117,0.030366057911951884,0.030532338968573165,0.041753896246825045,0.04065805150588536,0.030325699132392574,0.03829716518681133,0.039960728033271574
0.3003003003003003,0.03280622705958769,0.02956091790679076,0.0315707627699225,0.043283165092142785,0.04122012344100645,0.030895406665386226,0.03791401403560267,0.04035738533170667
0.3103103103103103,0.031885846699719875,0.029190043587192013,0.03130568128347978,0.043992557864001997,0.0414955386515051,0.03180029446331918,0.037497793760912834,0.04057640008596783
0.3203203203203203,0.03165455171132186,0.029645079590667648,0.031221630008263522,0.04469519453875467,0.0410108012630516,0.031601485227712806,0.03677142804170534,0.04169665178819824
0.3303303303303303,0.03157063403933756,0.029065483574063456,0.03139880108365421,0.04443978448651081,0.040673760392400525,0.03039595655642624,0.037875179226359384,0.04336330972050692
0.34034034034034033,0.031826463450977116,0.028246317806361373,0.030793021042609343,0.044289549464884274,0.03880795085632114,0.029639751276989774,0.03761707110499057,0.04349673749981442
0.35035035035035034,0.032580312150400845,0.029281910821982463,0.03108306546876745,0.04521015121315252,0.037359865939157855,0.028607535163403204,0.03743999651134188,0.04518335857569521
0.36036036036036034,0.03284021087092318,0.02896784690978838,0.030666204087402286,0.04503408014505478,0.03811511588519185,0.02786844680092895,0.0382197006605366,0.04481633696149588
0.37037037037037035,0.03111591531774249,0.029069114623882043,0.03135267500968831,0.04456700368108403,0.03770722500191481,0.02755291927466099,0.03893636302850975,0.04480617531411354
0.38038038038038036,0.031327506995463654,0.027979727481516052,0.0314864769829657,0.04340516219047251,0.03711527782378405,0.02749745222693804,0.03977004673847291,0.044562002403947025
0.39039039039039036,0.031058254404033366,0.027702708754816948,0.03040630546250929,0.0423858238880918,0.037486709914314215,0.02809049695746967,0.03838211555578646,0.044058357001495935
0.40040040040040037,0.030907133956385377,0.028590905929612134,0.030388330734443435,0.04339360422409882,0.03737838948959169,0.027582601883779912,0.037515354329733554,0.045938956064221804
0.41041041041041043,0.03083081240591186,0.02869357579828925,0.03177844708138488,0.043325294929520516,0.03683102148567749,0.027565364478853365,0.03708763204594693,0.04664930708983933
0.42042042042042044,0.03062179443815865,0.027564879781958596,0.03284595453868407,0.043288234643694704,0.03796342869687922,0.02703346626107685,0.038017251386900125,0.04733894861865518
0.43043043043043044,0.030282483128828093,0.026580881002792635,0.032872997756533726,0.04309696537550781,0.03705981553936392,0.026945293514411058,0.03831634148147199,0.04805881730267472
0.44044044044044045,0.030958943767554495,0.0267055725852735,0.03296721042366768,0.04412844781805516,0.03612624613936109,0.027065406797555095,0.03768515437790574,0.04826320878074647
0.45045045045045046,0.0316850918867671,0.025319379647528385,0.03341314638886442,0.04388081357883404,0.03580014545508934,0.02669958189859261,0.037528150534234465,0.046322427935914755
0.46046046046046046,0.032692585558321406,0.02482744598407241,0.03298558632018046,0.04344222157867908,0.03603697039278949,0.02709369030637336,0.03839052316884431,0.046204229705375584
0.47047047047047047,0.0333473318260789,0.02478473740052636,0.033662203107775804,0.04249080958600173,0.03531713650788866,0.027398924149078352,0.03838993306044178,0.04500581264818282
0.4804804804804805,0.03393503766752979,0.02467610552771064,0.03303433649304274,0.041497815666551106,0.034955491830577314,0.027681265621207516,0.03760971316095356,0.045188365782362516
0.4904904904904905,0.03423587822273414,0.02511821884411132,0.033737096127322896,0.04065681257838752,0.03400302026379209,0.02727625340751655,0.03791264721060198,0.04525936932232545
0.5005005005005005,0.03330538183207175,0.027361566787615657,0.03278973536243352,0.04011861210043135,0.03283675607247732,0.02794170731957842,0.03695685970151918,0.04470511458847752
0.5105105105105106,0.03407697039677515,0.027210285999685647,0.032518273352199284,0.03830562869176206,0.033751689628838684,0.028802636974550194,0.03671540517346604,0.04368609131813006
0.5205205205205206,0.0338449785204177,0.0270544989228699,0.03226704211694514,0.040457789124295304,0.03384631832733824,0.02926437358872262,0.0365252876063838,0.04385109256749079
0.5305305305305306,0.0337499233506668,0.026427271570509923,0.033043498415138775,0.04052498122168243,0.03372202163537775,0.028464665835521083,0.03695582012839239,0.04416169233830853
0.5405405405405406,0.03262728443265908,0.026649680757804876,0.032290560099701736,0.04023093198217583,0.03374023369729096,0.028386512878155967,0.03864287919774783,0.04315457746199595
0.5505505505505506,0.032236847547664316,0.02785078715185177,0.03143012824107119,0.03974137797996598,0.03306542757813972,0.02855174821447937,0.0388726246107838,0.04363640491364396
0.5605605605605606,0.034459469875885405,0.028105921221314563,0.031795359265835134,0.03857651913218055,0.03279379976588876,0.02822608912633938,0.03945476161204775,0.04421868866033051
0.5705705705705706,0.03418367216704633,0.02829850816436403,0.03193584459127115,0.03953260965788709,0.031701513161649555,0.028204046240497323,0.038813576136466986,0.04471165651513778
0.5805805805805806,0.0347846572650444,0.028252755850362337,0.03109667010726135,0.03996631733332944,0.03216241371202451,0.027977951255346925,0.038766748188646415,0.04416173854723885
0.5905905905905906,0.03566173374975212,0.028379337366711225,0.03258084296874472,0.040405566825426384,0.03176769356120006,0.02838827290757529,0.03863583987601904,0.04463252842428281
0.6006006006006006,0.03604911529092499,0.028831272785778475,0.03201191116606386,0.04125299960638895,0.030920071128970696,0.028939122800882327,0.038584269741485155,0.04453092574749606
0.6106106106106106,0.03565576005821916,0.028974498958437483,0.03148776068611677,0.04114475924644493,0.030663779988679342,0.02719298051163237,0.039687573685292264,0.04398523677556261
0.6206206206206206,0.0355626255684398,0.029189640911010273,0.032292431769142496,0.04215260671586097,0.03152032209593284,0.027039405444679164,0.03838981832679049,0.04618385362336258
0.6306306306306306,0.035925218452317956,0.02984418571953824,0.03119665990399937,0.04114323612689783,0.0314633429873269,0.026921253937447046,0.03886509645763586,0.04658974533200751
0.6406406406406406,0.03564146571648283,0.030157952877683313,0.03087360018684912,0.04175932385679395,0.03163390898676028,0.026515046436363227,0.037629607296055106,0.045531483987732095
0.6506506506506506,0.03466252043283999,0.029479859218932963,0.030362336640703463,0.0424011674191817,0.0323295629685634,0.02740267825835105,0.036820632912553955,0.045359998412259926
0.6606606606606606,0.03389189192056217,0.028744373205963174,0.03145285611177386,0.04209670117222858,0.03160602411817901,0.028493743466224457,0.03595626758174849,0.0450497876843274
0.6706706706706707,0.03507102593510001,0.029152877858664984,0.030829045661520105,0.042562421845095726,0.03190815133652852,0.02876508531431322,0.03608569082359523,0.045196108917336254
0.6806806806806807,0.03563386834326615,0.029351188127141385,0.030663706644724006,0.04367147307632594,0.032906417750558234,0.028161829039786323,0.035727043267703464,0.04609628445689519
0.6906906906906907,0.036189642137795415,0.029120276983848538,0.03129386807889402,0.043990171464505866,0.03417739834331191,0.02789147815710651,0.03542908824004919,0.04523227055896202
0.7007007007007007,0.03693290630532728,0.029943210751563233,0.032372336606568,0.04298083380433009,0.03441116952528588,0.02752657454365619,0.03533592084126144,0.04341344710005452
0.7107107107107107,0.03717574279763787,0.030987670806444285,0.03188471596782078,0.04385250162310655,0.03420589302326955,0.027653217018315492,0.03430115803929431,0.04445474741031683
0.7207207207207207,0.03644989470934331,0.03118174873394506,0.03224786876901625,0.04418437617889839,0.03354334627268949,0.02844104354341136,0.03419817841850309,0.04327230144006223
0.7307307307307307,0.038220889730660484,0.03240007501533198,0.03236976171920037,0.04479117748573801,0.03425281865882475,0.02764604791355734,0.03500834308546845,0.0440629706919834
